Employee_ID,First_Name,Last_Name,Gender,Ethnicity,Age,Marital_Status,Education,City,Job_Title,Department,Years_of_Service,Monthly_Rate,Attrition,Overtime,Environment_Satisfaction,Job_Satisfaction,Work_Life_Balance,Training_Opportunities,Support_Rating,Manager_Rating
0JGIQPUD,Michael,Hammond,Male,White,49,Single,Masters,San Francisco,Data Scientist,Engineering,19.9449,6167.96,Yes,No,94.3956,64.7129,48.3536,6,64.011,66.2154
65HZHBAR,Elizabeth,Kelly,Female,White,35,Single,Masters,San Francisco,UX Designer,Business,10.0025,15078.57,Yes,No,81.6066,91.7053,60.0332,1,93.6875,74.8763
4f7TCDW3,Casey,Randolph,Female,Black or African American,56,Divorced,Bachelors,Fresno,Cloud Architect,Engineering,12.0862,4085.89,Yes,No,95.9284,98.9817,75.1168,9,60.1994,82.0038
Q7YZN3LV,Pat,Doyle,Male,Black or African American,48,Married,Masters,Bakersfield,Cloud Architect,Engineering,15.6673,13198.07,No,No,78.1787,60.4514,45.7482,3,76.5066,64.4182
UYtaOfbQ,Taylor,Campbell,Female,Asian,23,Single,Bachelors,Los Angeles,System Administrator,Business,1.0,11708.77,No,No,62.9997,93.1328,72.3318,2,87.7838,92.1237
S9HO7PZA,Tama,Rocha,Male,Pacific Islander,23,Married,Bachelors,San Diego,Data Scientist,Engineering,1.0,19237.76,Yes,No,74.8203,73.0569,63.478,4,86.9211,69.2582
GD0NERMF,Taylor,Guerrero,Female,Other,23,Single,Bachelors,Oakland,Cloud Architect,Quality Assurance,1.0,14314.5,Yes,Yes,92.9686,70.8582,52.9504,2,71.8391,67.0624
cz5bskGx,Morgan,Garcia,Female,Hispanic or Latino,28,Married,Bachelors,Sacramento,Data Scientist,Business,6.0,14275.73,No,Yes,90.5933,60.8664,21.116,1,74.2517,52.1804
785IYQQ5,Tahu,Sullivan,Male,Native American,29,Married,Bachelors,Fresno,Business Analyst,IT,7.0,17266.53,No,Yes,88.5303,76.4687,63.3953,2,79.3999,71.8273
rBXzGvAJ,Kiana,Harrison,Female,Pacific Islander,38,Single,Masters,Long Beach,Business Analyst,Business,14.0,14177.07,No,No,60.9837,86.0657,72.9383,8,92.9476,82.3761
0RYEK411,Taylor,Hernandez,Male,Hispanic or Latino,30,Married,Bachelors,San Francisco,Quality Assurance Engineer,Business,8.0,12801.46,No,No,66.1232,55.4905,50.4568,6,83.2211,60.2886
ATFy9ugj,Aiyana,Richards,Female,Native American,50,Married,Masters,Sacramento,Data Scientist,Product,11.9884,8499.39,No,No,95.5352,76.7414,51.5308,8,79.3431,76.783
YOAE7826,Toni,Myers,Female,Other,42,Married,Bachelors,Long Beach,Quality Assurance Engineer,Design,20.0,8970.6,No,No,78.0465,94.8085,80.154,8,81.6996,77.2654
akFNpVnm,Pavati,Wong,Female,Native American,24,Divorced,Bachelors,Fresno,Data Scientist,Quality Assurance,2.0,15694.59,No,Yes,91.6087,75.6107,42.0995,1,65.3546,70.3309
P7J462A7,Taylor,Ellis,Female,Hispanic or Latino,58,Single,Masters,Anaheim,Software Engineer,Engineering,1.8944,12622.22,No,No,95.4704,89.2468,58.2024,5,80.6596,76.3255
xslhUTuE,Taylor,Day,Male,Asian,34,Single,Bachelors,Oakland,DevOps Engineer,Product,12.0,13988.75,No,Yes,69.8562,87.3372,62.5556,2,80.1867,78.2487
IL74CL6A,Alofa,Powell,Female,Pacific Islander,58,Married,Doctorate,Anaheim,Quality Assurance Engineer,Quality Assurance,5.5887,9898.43,No,No,93.0064,88.987,68.3852,8,85.1618,82.0343
4USPD6VD,Pat,Matthews,Male,Black or African American,43,Single,Bachelors,Anaheim,UX Designer,IT,11.9455,18007.21,Yes,Yes,74.5646,75.1937,53.8229,2,65.7903,72.1668
IY3S7LNB,Alex,Frederick,Male,Asian,32,Single,Doctorate,Los Angeles,Cloud Architect,Design,6.0,9467.67,No,No,82.6615,74.4661,66.9613,2,96.544,78.0778
8HJUQ3AU,Fetu,Turner,Male,Pacific Islander,59,Single,Masters,Anaheim,Business Analyst,Quality Assurance,17.2422,18982.15,Yes,No,72.9923,94.5429,83.3932,1,68.3046,81.7405
nNE4RmAr,Jamie,Figueroa,Female,Hispanic or Latino,38,Single,Masters,Sacramento,IT Support Specialist,Engineering,14.0,9247.36,No,Yes,69.0153,83.4681,43.1815,6,75.5594,72.2706
NSJXPJQE,Michael,Spencer,Male,White,37,Married,Bachelors,Los Angeles,Product Manager,Product,15.0,6553.55,No,Yes,85.2855,94.6128,49.1028,4,66.6844,82.4303
K8YRQGF4,Manuia,George,Male,Pacific Islander,35,Single,Masters,Long Beach,DevOps Engineer,Business,11.0,6637.07,Yes,No,97.8568,61.0769,70.9605,3,73.5511,60.9771
CPGFCG3H,Taylor,Cannon,Female,Hispanic or Latino,23,Married,Bachelors,Sacramento,Business Analyst,Product,1.0,8011.48,No,No,89.7581,57.2272,67.0214,6,78.9293,61.9306
2OUX8C9U,Jamie,Mendez,Non-binary,Asian,28,Married,Bachelors,San Jose,Cloud Architect,Design,6.0,19156.79,No,Yes,79.7381,53.1715,28.4556,7,65.8788,52.5989
QI6V2jyO,Chris,Campos,Male,Asian,49,Single,Bachelors,San Jose,Cloud Architect,Quality Assurance,22.1939,14000.6,No,No,90.5739,66.2273,41.3995,3,81.0239,67.487
Q60XWVON,Chris,Fisher,Male,Black or African American,34,Divorced,Masters,Sacramento,Cloud Architect,Product,8.1816,15713.16,No,No,88.3283,52.6964,47.1368,9,83.8035,50.0486
1rdYLG50,Taylor,Thompson,Male,Black or African American,51,Married,Bachelors,Los Angeles,Product Manager,Business,5.0605,17184.52,No,No,89.3854,96.5646,95.081,6,67.1373,83.31
bRgXwY3R,Toni,Ramirez,Female,Asian,67,Married,Bachelors,Sacramento,System Administrator,Engineering,19.9678,13846.97,No,No,99.1813,62.5454,62.9438,9,65.2228,68.9216
AS6MXF9F,Alex,Collins,Male,Black or African American,56,Married,Bachelors,Los Angeles,Cloud Architect,Product,12.707,16744.76,No,No,72.6097,65.3069,58.1543,1,66.657,68.7747
BbasYmVc,Alex,Stout,Male,Hispanic or Latino,28,Single,Masters,Oakland,Quality Assurance Engineer,Business,3.9435,13403.72,No,No,95.481,83.4975,52.2091,2,60.5786,69.5357
RMCAFKTM,Casey,Hubbard,Female,Other,48,Single,Bachelors,San Diego,Cloud Architect,Engineering,1.9009,16643.68,No,Yes,76.5251,71.8731,22.7185,2,70.2635,57.8808
Q7KUN9VB,Morgan,Wallace,Female,Other,38,Single,Bachelors,Los Angeles,IT Support Specialist,Quality Assurance,2.3943,7494.61,No,No,60.0367,98.493,98.482,9,81.7695,89.0478
WEB85GLN,Manuia,Griffin,Male,Pacific Islander,30,Married,Bachelors,Bakersfield,DevOps Engineer,Quality Assurance,6.7286,19305.88,Yes,No,90.7479,63.4574,50.6409,1,60.707,97.8722
8A91MOY8,John,Morrison,Male,White,50,Single,Bachelors,Los Angeles,Data Scientist,Design,25.5753,7641.79,No,No,71.7115,94.0812,61.7965,5,68.3862,83.4854
XJKg2zdM,Jamie,Carr,Female,Hispanic or Latino,27,Married,High School,San Diego,Quality Assurance Engineer,Design,9.0,8357.83,No,No,85.5378,87.3336,54.4462,2,63.8678,85.1645
pqjkxXOA,Jordan,Phillips,Male,Black or African American,43,Married,Bachelors,Bakersfield,UX Designer,Business,19.4334,4304.4,No,No,86.0716,99.7424,62.2301,1,86.4684,96.3574
EYJL2TVG,Toni,Anderson,Female,Black or African American,42,Single,Bachelors,Los Angeles,Quality Assurance Engineer,Engineering,13.0238,10199.71,No,No,83.9799,77.065,52.2968,6,84.9402,64.445
cJrl9Cjt,Taylor,Santos,Female,Asian,49,Single,Masters,San Francisco,Cloud Architect,Quality Assurance,1.7358,12280.05,No,No,96.9842,92.8114,78.5911,4,67.7897,90.3731
R0PHQLDG,Taylor,Riddle,Male,Hispanic or Latino,42,Married,Masters,Long Beach,Business Analyst,Product,18.0,19401.7,Yes,No,70.3292,72.1171,57.4594,8,61.5593,74.2713
W93SYQO6,Morgan,Callahan,Female,Hispanic or Latino,27,Single,Masters,Bakersfield,Data Scientist,Product,3.0,15307.53,Yes,No,68.82,53.1225,57.6976,4,95.0976,43.6536
1YDLR7UB,Nokomis,Boyd,Female,Native American,30,Single,Bachelors,Anaheim,Product Manager,Engineering,8.0,13489.21,Yes,No,80.2653,81.5706,56.2559,5,80.2341,80.2087
VQ94P7CJ,Toni,Gregory,Female,Asian,38,Divorced,Bachelors,San Jose,System Administrator,Product,16.0,11387.15,Yes,Yes,84.4387,85.6569,51.0798,5,76.9961,75.0172
5rJ222zG,Alex,Davidson,Male,Asian,40,Married,Masters,Sacramento,UX Designer,Quality Assurance,16.0,7912.6,No,Yes,70.0333,55.1246,27.7357,8,84.9605,53.4729
oqhkj9Vm,Toni,Lucas,Female,Hispanic or Latino,28,Single,Masters,Anaheim,Business Analyst,Quality Assurance,4.0,12227.12,No,Yes,66.1225,91.1184,72.7625,7,76.0824,99.3193
2rI67NP4,Alex,Clements,Male,Asian,51,Divorced,Masters,Bakersfield,Cloud Architect,Product,15.5263,12559.94,No,No,93.4861,59.2103,39.6635,3,64.8708,47.5637
XXXR8XXC,Jordan,Burton,Male,Black or African American,52,Single,Doctorate,Anaheim,Data Scientist,IT,9.6929,10967.19,No,Yes,76.0685,93.4125,50.8135,8,80.2007,90.2642
Bu0rn2GN,Pavati,Daugherty,Female,Native American,44,Married,Bachelors,Sacramento,Cloud Architect,Quality Assurance,22.0,11746.92,No,No,61.7844,92.6955,72.7556,8,96.0474,74.8966
2NKS7F66,James,Berg,Male,White,37,Single,Masters,San Diego,Cloud Architect,Business,13.0,11326.39,No,No,92.2122,70.5462,77.5009,5,82.7904,70.5485
6S6OH65U,River,White,Non-binary,Hispanic or Latino,44,Single,Doctorate,San Jose,UX Designer,Business,8.4481,16467.83,No,No,79.9018,80.3008,74.5128,8,69.5238,77.6553
zxljNFYL,Jamie,Barrera,Female,Asian,30,Divorced,Bachelors,San Diego,DevOps Engineer,Engineering,0.7384,5027.75,No,Yes,65.3679,52.8044,41.1877,9,60.3985,44.664
qSc2cO0g,Morgan,Gomez,Female,Hispanic or Latino,27,Married,Masters,Sacramento,DevOps Engineer,Product,3.0,18914.24,No,No,68.3362,83.2674,65.6697,3,77.9115,83.7231
FSNU5B0U,Alex,Flores,Male,Hispanic or Latino,43,Married,Bachelors,Bakersfield,IT Support Specialist,Design,14.5017,4807.04,Yes,No,70.5276,86.0755,81.8384,9,74.6905,82.1091
6W0xxG7S,Morgan,Fox,Female,Other,63,Divorced,Doctorate,Fresno,System Administrator,Design,18.379,13567.17,Yes,No,95.5859,56.8668,50.3459,1,62.0827,60.7294
190UDNTR,Chris,Mcintyre,Male,Black or African American,39,Single,Masters,Oakland,Product Manager,IT,4.912,18176.31,No,No,89.3997,95.0056,65.1955,8,64.548,77.195
zDQKF0NI,Taylor,Love,Male,Other,50,Married,Bachelors,Fresno,System Administrator,Business,3.7908,19934.05,No,No,86.9004,66.0627,50.6491,4,70.8228,56.2966
e4tqVHPe,Kaimana,Horton,Male,Pacific Islander,45,Married,Bachelors,Oakland,Business Analyst,Quality Assurance,23.0,7599.61,No,No,87.4002,80.5906,77.6637,6,89.278,84.2736
gLLQsxPE,Casey,Young,Female,Hispanic or Latino,27,Divorced,Bachelors,San Francisco,Quality Assurance Engineer,IT,5.0,4448.37,No,Yes,86.5831,64.8317,45.5073,9,68.681,62.0538
B60K1HA5,Niko,Reynolds,Male,Pacific Islander,46,Divorced,Masters,Bakersfield,Data Scientist,Design,1.364,11149.32,Yes,No,98.1105,62.8247,68.8039,3,95.2047,56.6115
TMCGFKYV,Niko,Jackson,Male,Pacific Islander,48,Single,Masters,Sacramento,DevOps Engineer,Quality Assurance,24.0,7106.29,No,No,94.8033,69.0071,58.9129,2,93.6731,66.4145
1BCBIDVB,Tahu,Ross,Male,Native American,47,Married,Masters,Los Angeles,Data Scientist,Business,18.0464,11461.72,No,Yes,85.7054,82.8801,58.9862,5,62.9663,68.8583
ZAN1NJNE,William,Rowe,Male,White,48,Married,Bachelors,Anaheim,IT Support Specialist,Design,25.3684,4643.92,No,No,96.7435,78.4086,82.4286,2,84.0887,75.7818
W9GYEAF4,Aiyana,Jones,Female,Native American,52,Married,Bachelors,Anaheim,Data Scientist,Product,6.6933,14419.01,Yes,No,60.4591,93.3625,63.1921,7,86.8412,82.4247
NYH6AGMD,Jordan,Gonzalez,Male,Black or African American,41,Married,Masters,Fresno,IT Support Specialist,Product,4.4541,8215.17,No,No,73.6521,88.2875,72.3018,9,77.2623,74.3905
1RKEFIZL,John,Jacobs,Male,White,36,Single,Bachelors,Oakland,Software Engineer,IT,14.0,6488.56,No,No,66.8993,83.9221,53.5779,8,61.3899,81.2313
0FMTKJH1,Jamie,Beck,Female,Hispanic or Latino,33,Married,Doctorate,Anaheim,Business Analyst,IT,7.0,8491.63,No,No,68.634,83.8942,53.7818,3,84.1349,68.0796
G2VHBQ45,Pat,Peterson,Male,Hispanic or Latino,36,Single,Masters,San Francisco,Cloud Architect,Engineering,6.8681,11478.55,No,No,86.9303,74.4728,57.5961,9,98.8898,60.542
YGX3DB1X,Chris,Gilmore,Male,Asian,50,Married,Bachelors,Anaheim,Product Manager,Design,19.2978,6736.0,No,No,97.9684,53.3428,61.0205,5,64.1804,44.6422
7WGHQT0O,Barbara,Sanders,Female,White,45,Single,Bachelors,San Francisco,Product Manager,Business,6.839,13185.5,No,No,97.4976,58.9398,50.2888,6,79.3607,49.9284
GKF7HTZJ,James,Carroll,Male,White,41,Divorced,Masters,Anaheim,UX Designer,Engineering,17.0,14250.54,Yes,No,69.929,58.0128,66.9599,9,81.0758,52.0098
J55SA9FX,Mika,Walker,Female,Native American,44,Single,Bachelors,Sacramento,Data Scientist,Business,6.872,18657.84,No,No,80.602,69.0528,41.711,7,88.8048,62.6011
HTA7YSZH,Jordan,Lewis,Male,Asian,33,Single,Bachelors,San Francisco,UX Designer,Business,9.9963,14781.52,No,Yes,87.929,88.5927,56.6336,1,65.9628,78.468
2LD69TJK,Pat,Hendricks,Male,Asian,53,Married,Bachelors,Fresno,UX Designer,Product,3.0703,11495.59,No,No,67.8337,95.4161,72.4113,3,88.1385,77.64
NZ4BJTZO,Ahanu,Leblanc,Male,Native American,35,Married,Bachelors,Los Angeles,Product Manager,Product,2.4241,16767.96,Yes,No,96.6701,86.472,65.9492,3,69.2406,73.2752
VW61x14u,Aiyana,Powell,Female,Native American,25,Divorced,Bachelors,San Jose,Cloud Architect,IT,3.0,13800.48,Yes,No,71.4087,52.7885,60.4794,6,83.0144,44.9341
A4KSJE9C,Morgan,Myers,Female,Black or African American,25,Single,Bachelors,San Jose,Product Manager,Product,1.7691,16589.94,No,No,76.9303,75.5574,53.8323,9,77.263,60.8401
Qa4w892o,Alex,Valdez,Male,Black or African American,41,Single,Masters,Sacramento,System Administrator,Engineering,15.9642,18560.18,No,No,74.6271,98.6882,76.3707,9,65.419,95.2399
zqkA7OfQ,Patricia,Nash,Female,White,28,Single,Masters,Anaheim,DevOps Engineer,IT,4.0,7112.46,No,No,75.613,92.7692,73.0004,1,96.7785,90.6526
52Z3JB29,Takoda,Ponce,Male,Native American,36,Divorced,Bachelors,Fresno,Software Engineer,Business,5.9252,5221.81,No,Yes,75.3861,53.7654,21.7712,7,70.2397,49.8498
RN0QEXE2,William,Taylor,Male,White,37,Married,Masters,Anaheim,DevOps Engineer,Product,13.0,18544.01,No,No,66.1811,68.5517,54.6193,6,63.3943,63.0937
LF5SR9RW,Patricia,King,Female,White,51,Single,Bachelors,Sacramento,Software Engineer,Design,7.041,9136.15,No,No,79.7439,87.9767,90.8073,1,89.7491,72.5132
oqIPIJlA,Chris,Martin,Male,Other,35,Married,Masters,Los Angeles,Product Manager,Engineering,0.9406,5504.14,No,No,85.5192,80.9548,81.3527,4,84.5131,73.6747
R73K65EE,Leilani,Weaver,Female,Pacific Islander,51,Single,Masters,San Jose,Data Scientist,Design,27.0,16826.16,No,No,71.3829,89.5889,80.4272,7,71.2983,79.9675
HX616JS6,Dakota,Ibarra,Female,Native American,28,Single,Bachelors,San Francisco,Product Manager,IT,6.0,7515.33,No,No,72.1355,63.1935,67.2822,6,61.6633,56.0391
IBH243Z4,Jamie,Rodriguez,Female,Black or African American,44,Married,Bachelors,Fresno,UX Designer,Engineering,22.0,9073.72,No,Yes,69.9219,98.2587,57.1459,7,89.4277,85.5245
2KEvJDgi,Aiyana,Foley,Female,Native American,29,Married,Bachelors,San Francisco,Data Scientist,Product,4.3888,10125.23,No,Yes,64.3716,64.2509,36.9992,5,97.4809,71.1207
OCGRN4LT,James,Smith,Male,White,34,Married,Bachelors,San Francisco,IT Support Specialist,Product,12.0,9784.19,No,No,94.042,65.3219,52.3994,8,96.5106,64.0216
1MMUO9Q2,Kaimana,Oliver,Male,Pacific Islander,33,Single,Bachelors,Long Beach,Product Manager,Engineering,11.0,12415.31,Yes,No,74.7707,77.0111,77.2269,9,80.4697,64.0366
q9KA6Bwi,Ahanu,Patrick,Male,Native American,47,Single,Bachelors,Long Beach,IT Support Specialist,IT,22.2054,15468.92,Yes,No,69.0475,83.911,73.7701,4,87.265,86.8818
CJVIURR1,Jordan,Hicks,Male,Black or African American,28,Married,Bachelors,Los Angeles,Cloud Architect,Engineering,6.0,7329.9,No,Yes,77.7823,66.5964,59.6267,7,65.839,72.4071
wBi6K4OM,Chris,Klein,Male,Other,48,Single,Masters,Bakersfield,DevOps Engineer,Business,4.0522,15735.4,No,No,72.822,82.4059,50.84,2,62.9976,80.0695
Ll5KVFjl,James,Garcia,Male,White,53,Single,Masters,San Jose,Cloud Architect,Product,18.1821,5584.53,No,No,80.2508,68.1354,63.0866,9,69.0985,72.0678
mVxWE3AD,Taylor,Bradford,Female,Other,54,Single,Bachelors,Long Beach,Business Analyst,IT,25.4231,4812.57,Yes,Yes,86.9585,88.0759,55.5285,8,90.5576,72.1435
zeMk8d1j,Nalani,Alexander,Female,Pacific Islander,52,Married,Masters,San Jose,DevOps Engineer,Business,11.8657,7606.83,No,No,68.0267,58.1622,57.5286,9,67.5072,53.1997
P3G26NV6,Taylor,Morgan,Male,Asian,58,Single,Bachelors,Sacramento,DevOps Engineer,Quality Assurance,22.2711,8271.6,No,No,99.0996,64.2563,68.6525,8,82.4045,56.6001
9PW8V9QI,Morgan,Briggs,Female,Other,44,Single,Doctorate,Los Angeles,Product Manager,Quality Assurance,3.28,8390.62,No,No,69.8759,76.9895,68.3002,4,66.9615,68.7682
9ZCMQ0YU,Fetu,Sanford,Male,Pacific Islander,42,Married,Masters,Los Angeles,DevOps Engineer,Quality Assurance,7.2031,16622.57,No,Yes,66.0876,81.9859,39.2969,9,60.0216,75.9901
OW4eYXn2,Cetan,Trujillo,Male,Native American,42,Married,Masters,Bakersfield,System Administrator,IT,14.6177,5669.45,No,No,74.4792,72.9683,81.2004,7,69.6878,59.6888
9X850K91,Casey,Kelly,Female,Other,54,Single,Bachelors,Fresno,DevOps Engineer,Quality Assurance,13.0197,8790.9,No,No,73.4883,60.6876,66.0884,1,95.7921,66.4466
2BO7OZAU,Linda,Santos,Female,White,55,Single,Bachelors,Sacramento,DevOps Engineer,Business,14.8296,18699.87,No,Yes,63.1963,86.8137,70.3562,4,94.2577,99.239
4D8AG5RG,Chris,Burke,Male,Hispanic or Latino,39,Single,Bachelors,Bakersfield,System Administrator,Business,17.0,15564.01,No,No,88.2504,72.575,61.9582,3,76.0443,70.1299
JC6VSRIL,Taylor,Romero,Male,Hispanic or Latino,38,Single,Bachelors,Anaheim,UX Designer,Product,16.0,4171.28,No,Yes,91.6737,80.2875,76.6204,7,75.5136,71.019
7UF06LN1,Kiana,Williams,Female,Pacific Islander,56,Single,Masters,Bakersfield,UX Designer,Design,17.8752,4302.76,Yes,No,91.3118,67.3292,60.6346,3,85.6852,68.8363
EOAAXHCB,Niko,Long,Male,Pacific Islander,48,Married,Bachelors,Fresno,IT Support Specialist,Quality Assurance,1.0785,16658.45,No,No,86.8006,86.301,60.5292,7,71.814,85.4915
wvfsMgXU,Dakota,Cardenas,Male,Native American,40,Single,Doctorate,San Diego,Business Analyst,Quality Assurance,14.0,16178.03,Yes,No,81.6403,63.973,54.9245,6,64.6669,57.1529
qIiceS9u,Alex,Hendricks,Male,Asian,36,Single,Bachelors,Los Angeles,UX Designer,Engineering,14.0,4868.76,No,No,72.9676,72.8599,82.3974,5,63.4078,64.648
mTp47qID,Taylor,Rubio,Female,Hispanic or Latino,50,Single,Bachelors,San Francisco,Product Manager,Business,17.8047,18855.36,No,No,77.3032,75.6046,45.849,7,78.8514,66.1805
DWB7IU5C,Jordan,Clarke,Male,Hispanic or Latino,35,Single,Bachelors,Anaheim,Data Scientist,Design,13.0,10935.83,No,Yes,97.1727,83.7343,53.1901,4,77.0119,86.667
XS7U6XLD,Jordan,Trevino,Male,Black or African American,43,Single,Bachelors,Bakersfield,IT Support Specialist,Engineering,2.0476,16056.51,No,No,92.3069,56.4393,37.3443,6,68.102,57.7056
E7NQJ0KX,Taylor,Kim,Female,Asian,58,Married,Masters,Bakersfield,DevOps Engineer,Quality Assurance,24.5712,11878.73,No,No,83.0178,52.3507,43.3858,9,76.1948,45.348
WW507OAP,Chris,Park,Male,Black or African American,42,Divorced,Bachelors,San Jose,DevOps Engineer,Design,20.0,17255.0,No,No,92.2469,94.6464,80.6,4,89.507,94.7131
C0UTC9X1,Casey,Miller,Female,Other,23,Divorced,Bachelors,Bakersfield,Software Engineer,Engineering,1.0,4065.34,No,Yes,76.6528,73.5301,39.2053,3,77.4777,61.7731
ZgZIo28E,Taylor,Cruz,Female,Black or African American,26,Single,Bachelors,Bakersfield,System Administrator,Design,4.0,12505.35,Yes,No,87.0036,82.1629,66.5471,2,97.0483,82.3252
9IMNU17S,Aiyana,Barnett,Female,Native American,38,Widowed,Bachelors,Bakersfield,Business Analyst,Design,16.0,15038.18,No,No,69.8868,64.2426,45.3408,2,72.5174,70.6585
1918CCO5,Takoda,Walker,Male,Native American,30,Married,Masters,Bakersfield,Product Manager,Engineering,6.0,4245.05,Yes,No,63.5221,50.9092,53.3806,4,83.1269,49.5101
IKYBBAQV,Riley,Rollins,Non-binary,White,23,Married,Bachelors,Bakersfield,Quality Assurance Engineer,Business,1.0,13826.78,No,No,70.8129,95.6802,65.0984,4,73.9738,82.5355
NJTWCM5G,Pat,Bush,Male,Black or African American,36,Single,Bachelors,Sacramento,Cloud Architect,IT,13.7988,7135.82,No,No,63.5181,95.8586,85.6764,4,98.2613,92.7661
ayejImXC,Jamie,Fletcher,Female,Asian,40,Single,Bachelors,Los Angeles,DevOps Engineer,Engineering,14.2867,12723.63,No,No,70.6588,87.4576,82.5315,2,63.1368,84.2467
OTVC6N17,Pat,Baxter,Male,Black or African American,44,Married,Bachelors,San Diego,Software Engineer,Business,16.562,8282.67,Yes,No,60.8023,73.3951,68.5687,7,94.0966,67.2798
nzuVTSBu,Taylor,Scott,Female,Black or African American,33,Married,Masters,Oakland,IT Support Specialist,Engineering,9.0,17872.71,Yes,No,78.3964,55.4299,65.5762,1,97.1128,45.391
KJ8KNfwB,Jamie,Brown,Female,Black or African American,24,Married,Bachelors,San Francisco,System Administrator,IT,2.0,14761.09,No,No,62.8052,55.911,45.1242,9,60.1589,59.9494
IolBe1P4,Jordan,Erickson,Male,Hispanic or Latino,37,Married,Bachelors,San Francisco,IT Support Specialist,Business,15.0,12888.18,No,No,94.6916,63.8682,50.0271,7,61.3408,53.8266
HOUJNCN5,Jamie,Baker,Female,Asian,35,Single,Bachelors,Oakland,DevOps Engineer,Product,13.0,11049.09,No,Yes,99.1059,89.7014,38.4993,6,81.1798,80.5642
KFS8JO3V,Jamie,Williams,Female,Other,38,Married,Bachelors,Sacramento,DevOps Engineer,Quality Assurance,5.5195,17960.51,No,Yes,64.7521,71.7029,24.6336,7,93.0867,69.2355
284NUE3U,Barbara,Bartlett,Female,White,35,Married,Bachelors,Oakland,IT Support Specialist,Quality Assurance,11.2121,18786.09,No,No,90.6503,85.3463,88.5578,8,79.5016,73.5223
C8SSAJHU,Jordan,Lawrence,Male,Other,27,Single,Bachelors,Oakland,Software Engineer,Quality Assurance,5.0,10933.37,No,No,65.7821,61.8598,67.0167,7,70.4891,64.634
QMN8LBOM,Taylor,Salinas,Female,Black or African American,49,Single,Bachelors,Bakersfield,Data Scientist,Quality Assurance,27.0,11961.23,No,No,78.9861,59.7993,72.2497,8,82.2397,56.122
PQKXB60S,Elizabeth,Shelton,Female,White,26,Single,Bachelors,San Francisco,Software Engineer,Engineering,4.0,15836.88,No,No,75.7955,59.6857,49.3644,2,86.902,56.9945
tZPXXO4c,Moana,Garrett,Female,Pacific Islander,37,Single,High School,Oakland,Product Manager,Product,17.439,10643.98,No,No,79.5183,67.0164,55.2769,3,89.6906,53.997
R055NPSC,Patricia,Jensen,Female,White,41,Single,Masters,Fresno,Business Analyst,Quality Assurance,7.7817,10147.41,No,Yes,65.3651,55.1525,50.605,1,77.3212,48.8729
JQ603X0P,Fetu,Gregory,Male,Pacific Islander,40,Single,Bachelors,Anaheim,Business Analyst,IT,18.0,5551.63,No,No,86.4108,82.9338,60.3228,1,94.4678,80.3103
9D2FOF8H,Niko,Reed,Male,Pacific Islander,28,Married,Bachelors,Anaheim,Data Scientist,Product,6.0,11654.12,No,No,94.2325,92.8539,85.275,2,82.9302,93.5045
zPbBYMq3,Nalani,Wagner,Female,Pacific Islander,33,Married,Bachelors,San Francisco,Product Manager,Engineering,11.0,14236.68,No,No,94.3556,56.2784,57.0756,5,85.184,61.3687
JWN3PGBI,Toni,Leblanc,Female,Other,30,Married,Bachelors,San Francisco,Product Manager,IT,8.0,6339.82,No,No,78.0401,98.1877,77.2534,2,78.9441,88.6015
DC85WM6G,River,Bennett,Non-binary,Hispanic or Latino,37,Single,Bachelors,Los Angeles,Cloud Architect,Engineering,15.0,6569.71,No,No,85.4836,91.7752,77.4275,1,88.7895,75.0471
JFQ9DSZR,Taylor,Perez,Female,Other,51,Married,Bachelors,San Francisco,Software Engineer,Product,25.9568,14215.78,No,Yes,98.8597,88.1562,67.9212,1,93.5498,82.2571
A9KSITQD,Kiana,Wilson,Female,Pacific Islander,31,Single,Doctorate,San Francisco,Quality Assurance Engineer,Design,5.0,11679.21,No,No,85.5659,97.9968,61.2797,4,82.7319,96.3581
JCF9JZ3M,Chris,Dixon,Male,Black or African American,51,Single,Masters,San Jose,DevOps Engineer,Business,16.8351,18870.83,Yes,No,93.6752,94.8678,80.2377,2,75.1634,80.774
HR4PVEUX,Robert,Yang,Male,White,43,Single,Masters,Fresno,Cloud Architect,Product,15.9266,9237.31,Yes,No,97.5102,71.6011,82.1017,4,90.677,57.9095
yPlzaWiG,Linda,Marshall,Female,White,49,Married,Bachelors,Fresno,Business Analyst,Quality Assurance,22.2242,12081.87,No,Yes,91.3266,92.0422,35.5163,4,89.7607,78.3787
Wy2CJVW9,Tahu,Powell,Male,Native American,25,Divorced,Bachelors,San Jose,Cloud Architect,IT,3.0,13800.48,Yes,No,71.4087,52.7885,60.4794,6,83.0144,44.9341
0I26Y1WD,Cetan,Parker,Male,Native American,45,Married,Bachelors,Bakersfield,Software Engineer,Engineering,22.6431,11169.13,No,Yes,79.6376,89.9701,51.2503,2,70.932,91.6237
1B3V1QVH,Taylor,Burton,Female,Hispanic or Latino,36,Married,High School,Fresno,IT Support Specialist,Product,18.0,19701.2,No,No,98.8772,93.1282,66.4623,9,77.098,89.017
ZED0JQNM,Chris,Archer,Male,Other,47,Single,Masters,Oakland,System Administrator,Product,23.0,17895.1,Yes,No,94.0768,98.7892,63.6908,3,75.096,82.4972
